fluere;fließen:strömen;0;
forum;der Marktplatz;3;
aedificum;das Gebäude;0;2018-05-18
templum;der Tempel;3;
caput;der Kopf:das Haupt;N;
imperium;das Reich;0;
quod;weil;0;
aegrotus;krank;0;
ignoscere;erziehen;0;2018-05-18
quamquam;obgleich:obwohl;0;
diu;lange;0;2018-05-18
iratus;böse;A;
dum;während;0;2018-05-18
forum;der Marktplatz;0;
aedificum;das Gebäude;0;
templum;der Tempel;0;2018-05-18
imperium;das Reich;0;2018-05-18
ire;gehen;0;
